# ran on: 2022-08-08
# method = continuous (https://github.com/Elliot-Wadge/MagnetizationFitting)
# Ms = 1375.83 kA/m
# Mr/Ms = 0.2803
# J1 = 2.6907 +/- 0.0037 mJ/m^2
# J2 = 1.6889 +/- 0.0038 mJ/m^2
# A = 3.0000 +/- 0.0361 * 10 pJ/m
# theta from data = 147.44 degrees
# theta from model = 120.00 degrees
# average theta = 133.72 degrees
# measured saturation field = 3.030 T
# model saturation field = 2.950 T
# red chisq = 6.733 +/- 0.054
# standard deviation = 0.001411
# 
# Field (T),Mag (Data) (kA/m),Mag (Model) (kA/m),Residuals(kA/m)
5.950000000000000178e+00,1.375892913471587375e+00,1.375834911038144037e+00,nan
5.959999999999999964e+00,1.376491305548719790e+00,1.375834911038144037e+00,nan
5.969999999999999751e+00,1.371787039523142848e+00,1.375834911038144037e+00,nan
5.980000000000000426e+00,1.374803443695110650e+00,1.375834911038144037e+00,nan
5.990000000000000213e+00,1.374214040357236266e+00,1.375834911038144037e+00,nan
6.000000000000000000e+00,1.374218534726865171e+00,1.375834911038144037e+00,nan
6.009999999999999787e+00,1.373077654946308845e+00,1.375834911038144037e+00,nan
6.019999999999999574e+00,1.375500161410773137e+00,1.375834911038144037e+00,nan
6.030000000000000249e+00,1.376777293725052198e+00,1.375834911038144037e+00,nan
6.040000000000000036e+00,1.377545370861470886e+00,1.375834911038144037e+00,nan
6.049999999999999822e+00,1.374410691634296189e+00,1.375834911038144037e+00,nan
6.059999999999999609e+00,1.375730245213396818e+00,1.375834911038144037e+00,nan
6.070000000000000284e+00,1.372765251045508617e+00,1.375834911038144037e+00,nan
6.080000000000000071e+00,1.376205867865693211e+00,1.375834911038144037e+00,nan
6.089999999999999858e+00,1.375319515674066961e+00,1.375834911038144037e+00,nan
6.099999999999999645e+00,1.368960820320444416e+00,1.375834911038144037e+00,nan
6.110000000000000320e+00,1.372316594610985874e+00,1.375834911038144037e+00,nan
6.120000000000000107e+00,1.377157113170285108e+00,1.375834911038144037e+00,nan
6.129999999999999893e+00,1.378561509279029096e+00,1.375834911038144037e+00,nan
6.139999999999999680e+00,1.371015018510400418e+00,1.375834911038144037e+00,nan
6.150000000000000355e+00,1.376449434777203829e+00,1.375834911038144037e+00,nan
6.160000000000000142e+00,1.372593594048060028e+00,1.375834911038144037e+00,nan
6.169999999999999929e+00,1.375609998220027830e+00,1.375834911038144037e+00,nan
6.179999999999999716e+00,1.374087327056076502e+00,1.375834911038144037e+00,nan
6.190000000000000391e+00,1.371885915654978083e+00,1.375834911038144037e+00,nan
6.200000000000000178e+00,1.376344642830883203e+00,1.375834911038144037e+00,nan
6.209999999999999964e+00,1.377197562496945249e+00,1.375834911038144037e+00,nan
6.219999999999999751e+00,1.377753533309255873e+00,1.375834911038144037e+00,nan
6.230000000000000426e+00,1.374661275346902523e+00,1.375834911038144037e+00,nan
6.240000000000000213e+00,1.376701990427971811e+00,1.375834911038144037e+00,nan
6.250000000000000000e+00,1.376070165825275637e+00,1.375834911038144037e+00,nan
6.259999999999999787e+00,1.379086569997243217e+00,1.375834911038144037e+00,nan
6.269999999999999574e+00,1.376885158596145242e+00,1.375834911038144037e+00,nan
6.280000000000000249e+00,1.374938274783976899e+00,1.375834911038144037e+00,nan
6.290000000000000036e+00,1.375918458244504095e+00,1.375834911038144037e+00,nan
6.299999999999999822e+00,1.374650314669483064e+00,1.375834911038144037e+00,nan
6.309999999999999609e+00,1.374866915363220254e+00,1.375834911038144037e+00,nan
6.320000000000000284e+00,1.374489618349454156e+00,1.375834911038144037e+00,nan
6.330000000000000071e+00,1.375639486869268291e+00,1.375834911038144037e+00,nan
6.339999999999999858e+00,1.376662091594617277e+00,1.375834911038144037e+00,nan
6.349999999999999645e+00,1.375987845727099090e+00,1.375834911038144037e+00,nan
6.360000000000000320e+00,1.374253068239039477e+00,1.375834911038144037e+00,nan
6.370000000000000107e+00,1.376590732173860632e+00,1.375834911038144037e+00,nan
6.379999999999999893e+00,1.374007529389367210e+00,1.375834911038144037e+00,nan
6.389999999999999680e+00,1.375411925498111199e+00,1.375834911038144037e+00,nan
6.400000000000000355e+00,1.377834431962575712e+00,1.375834911038144037e+00,nan
6.410000000000000142e+00,1.372875638348068694e+00,1.375834911038144037e+00,nan
6.419999999999999929e+00,1.371777179832334159e+00,1.375834911038144037e+00,nan
6.429999999999999716e+00,1.375557166771091966e+00,1.375834911038144037e+00,nan
6.440000000000000391e+00,1.378319043354129692e+00,1.375834911038144037e+00,nan
6.450000000000000178e+00,1.377220584838394934e+00,1.375834911038144037e+00,nan
6.459999999999999964e+00,1.374467696994615018e+00,1.375834911038144037e+00,nan
6.469999999999999751e+00,1.373708608597453695e+00,1.375834911038144037e+00,nan
6.480000000000000426e+00,1.375028162176554547e+00,1.375834911038144037e+00,nan
6.490000000000000213e+00,1.376856770933515550e+00,1.375834911038144037e+00,nan
6.500000000000000000e+00,1.375927997477067732e+00,1.375834911038144037e+00,nan
6.509999999999999787e+00,1.376271861965269849e+00,1.375834911038144037e+00,nan
6.519999999999999574e+00,1.377294466690618835e+00,1.375834911038144037e+00,nan
6.530000000000000249e+00,1.375177897819163997e+00,1.375834911038144037e+00,nan
6.540000000000000036e+00,1.371364478354841987e+00,1.375834911038144037e+00,nan
6.549999999999999822e+00,1.374762673910204791e+00,1.375834911038144037e+00,nan
6.559999999999999609e+00,1.377397286698777590e+00,1.375834911038144037e+00,nan
6.570000000000000284e+00,1.375153454032857825e+00,1.375834911038144037e+00,nan
6.580000000000000071e+00,1.376769956465710321e+00,1.375834911038144037e+00,nan
6.589999999999999858e+00,1.377241084748377808e+00,1.375834911038144037e+00,nan
6.599999999999999645e+00,1.376694102675324549e+00,1.375834911038144037e+00,nan
6.610000000000000320e+00,1.379583243052827424e+00,1.375834911038144037e+00,nan
6.620000000000000107e+00,1.378654469596379606e+00,1.375834911038144037e+00,nan
6.629999999999999893e+00,1.376113688076707753e+00,1.375834911038144037e+00,nan
6.639999999999999680e+00,1.377433241655808605e+00,1.375834911038144037e+00,nan
6.650000000000000355e+00,1.377946791203297883e+00,1.375834911038144037e+00,nan
6.660000000000000142e+00,1.374048529209332514e+00,1.375834911038144037e+00,nan
6.669999999999999929e+00,1.372695543104667681e+00,1.375834911038144037e+00,nan
6.679999999999999716e+00,1.378893542138261097e+00,1.375834911038144037e+00,nan
6.690000000000000391e+00,1.374952858879474160e+00,1.375834911038144037e+00,nan
6.700000000000000178e+00,1.379072215936805623e+00,1.375834911038144037e+00,nan
6.709999999999999964e+00,1.376658698211598919e+00,1.375834911038144037e+00,nan
6.719999999999999751e+00,1.377723724201769473e+00,1.375834911038144037e+00,nan
6.730000000000000426e+00,1.375988946713710082e+00,1.375834911038144037e+00,nan
6.740000000000000213e+00,1.374211747960828456e+00,1.375834911038144037e+00,nan
6.750000000000000000e+00,1.376294884306719535e+00,1.375834911038144037e+00,nan
6.759999999999999787e+00,1.374941898202054702e+00,1.375834911038144037e+00,nan
6.769999999999999574e+00,1.376600821899728766e+00,1.375834911038144037e+00,nan
6.780000000000000249e+00,1.374102461644878925e+00,1.375834911038144037e+00,nan
6.790000000000000036e+00,1.373852428425577976e+00,1.375834911038144037e+00,nan
6.799999999999999822e+00,1.382807809672579991e+00,1.375834911038144037e+00,nan
6.809999999999999609e+00,1.376533956848601248e+00,1.375834911038144037e+00,nan
6.820000000000000284e+00,1.378023195486988595e+00,1.375834911038144037e+00,nan
6.830000000000000071e+00,1.376288417998928759e+00,1.375834911038144037e+00,nan
6.839999999999999858e+00,1.376038384779627588e+00,1.375834911038144037e+00,nan
6.849999999999999645e+00,1.376297406738186568e+00,1.375834911038144037e+00,nan
6.860000000000000320e+00,1.373544518894406652e+00,1.375834911038144037e+00,nan
6.870000000000000107e+00,1.379445569074248201e+00,1.375834911038144037e+00,nan
6.879999999999999893e+00,1.377965319175118442e+00,1.375834911038144037e+00,nan
6.889999999999999680e+00,1.373685265797758071e+00,1.375834911038144037e+00,nan
6.900000000000000355e+00,1.374495764198998993e+00,1.375834911038144037e+00,nan
6.910000000000000142e+00,1.376281951691138206e+00,1.375834911038144037e+00,nan
6.919999999999999929e+00,1.377983296653634060e+00,1.375834911038144037e+00,nan
6.929999999999999716e+00,1.375993991576644149e+00,1.375834911038144037e+00,nan
6.940000000000000391e+00,1.372944154879112366e+00,1.375834911038144037e+00,nan
6.950000000000000178e+00,1.374390972252678145e+00,1.375834911038144037e+00,nan
6.959999999999999964e+00,1.378170959191436173e+00,1.375834911038144037e+00,nan
6.969999999999999751e+00,1.377411870794274629e+00,1.375834911038144037e+00,nan
6.980000000000000426e+00,1.378689003108553912e+00,1.375834911038144037e+00,nan
6.990000000000000213e+00,1.375978536529595564e+00,1.375834911038144037e+00,nan
7.000000000000000000e+00,1.374201337776714382e+00,1.375834911038144037e+00,nan
