# ran on: 2022-07-28
# method = continuous (https://github.com/Elliot-Wadge/MagnetizationFitting)
# J1 = 2.6907 +/- 0.0037
# J2 = 1.6889 +/- 0.0038
# A = 3.0000 +/- 0.0361
# measured saturation field = 3.03 T
# fit saturation field = 2.95 T
# Ms = 1.38e+03 kA/m
# Mr = 1.25e-01 kA/m
# Mr/Ms = 9.09e-05
# theta_data = 180.0
# theta_model = 142.8
# theta = 161.4
# red chisq = 15.732 +/- 0.054
# 
# Field (T),Mag (Data) (kA/m),Mag (Model) (kA/m),Residuals(kA/m)
5.480000000000000426e+00,1.373603036122768462e+00,1.375834911038144037e+00,-2.231874915375575696e-03
5.490000000000000213e+00,1.377086074207774624e+00,1.375834911038144037e+00,1.251163169630586935e-03
5.500000000000000000e+00,1.378320785257231895e+00,1.375834911038144037e+00,2.485874219087857995e-03
5.509999999999999787e+00,1.377604118124892141e+00,1.375834911038144037e+00,1.769207086748103563e-03
5.519999999999999574e+00,1.377905561348272689e+00,1.375834911038144037e+00,2.070650310128652194e-03
5.530000000000000249e+00,1.376891945362181291e+00,1.375834911038144037e+00,1.057034324037253725e-03
5.540000000000000036e+00,1.376938860996632208e+00,1.375834911038144037e+00,1.103949958488170680e-03
5.549999999999999822e+00,1.376349457658757602e+00,1.375834911038144037e+00,5.145466206135651532e-04
5.559999999999999609e+00,1.374360152581767691e+00,1.375834911038144037e+00,-1.474758456376346061e-03
5.570000000000000284e+00,1.374364646951396818e+00,1.375834911038144037e+00,-1.470264086747219423e-03
5.580000000000000071e+00,1.378271897684619551e+00,1.375834911038144037e+00,2.436986646475514107e-03
5.589999999999999858e+00,1.375985643753877774e+00,1.375834911038144037e+00,1.507327157337368106e-04
5.599999999999999645e+00,1.377305197332978626e+00,1.375834911038144037e+00,1.470286294834588503e-03
5.610000000000000320e+00,1.374467466959555573e+00,1.375834911038144037e+00,-1.367444078588464507e-03
5.620000000000000107e+00,1.376338496981338144e+00,1.375834911038144037e+00,5.035859431941069886e-04
5.629999999999999893e+00,1.377615629295616984e+00,1.375834911038144037e+00,1.780718257472946320e-03
5.639999999999999680e+00,1.377959493783819322e+00,1.375834911038144037e+00,2.124582745675285267e-03
5.650000000000000355e+00,1.373340070287885961e+00,1.375834911038144037e+00,-2.494840750258076056e-03
5.660000000000000142e+00,1.372920352009298073e+00,1.375834911038144037e+00,-2.914559028845964406e-03
5.669999999999999929e+00,1.372627897525175111e+00,1.375834911038144037e+00,-3.207013512968925895e-03
5.679999999999999716e+00,1.375050403989639403e+00,1.375834911038144037e+00,-7.845070485046345965e-04
5.690000000000000391e+00,1.376412378833561823e+00,1.375834911038144037e+00,5.774677954177853678e-04
5.700000000000000178e+00,1.376204766879082664e+00,1.375834911038144037e+00,3.698558409386265566e-04
5.709999999999999964e+00,1.376378946307997619e+00,1.375834911038144037e+00,5.440352698535821929e-04
5.719999999999999751e+00,1.377359129768525259e+00,1.375834911038144037e+00,1.524218730381221576e-03
5.730000000000000426e+00,1.376345513782433860e+00,1.375834911038144037e+00,5.106027442898231072e-04
5.740000000000000213e+00,1.375501582855629401e+00,1.375834911038144037e+00,-3.333281825146361399e-04
5.750000000000000000e+00,1.372875958806314411e+00,1.375834911038144037e+00,-2.958952231829625745e-03
5.759999999999999787e+00,1.372753189381478167e+00,1.375834911038144037e+00,-3.081721656665870057e-03
5.769999999999999574e+00,1.376448333790592615e+00,1.375834911038144037e+00,6.134227524485780236e-04
5.780000000000000249e+00,1.376240721836113678e+00,1.375834911038144037e+00,4.058107979696412571e-04
5.790000000000000036e+00,1.377348169091105801e+00,1.375834911038144037e+00,1.513258052961763411e-03
5.799999999999999822e+00,1.375189178954829394e+00,1.375834911038144037e+00,-6.457320833146429351e-04
5.809999999999999609e+00,1.377611685419293241e+00,1.375834911038144037e+00,1.776774381149204274e-03
5.820000000000000284e+00,1.375283010223730562e+00,1.375834911038144037e+00,-5.519008144134751603e-04
5.830000000000000071e+00,1.378469099454984859e+00,1.375834911038144037e+00,2.634188416840821390e-03
5.839999999999999858e+00,1.375843475405669869e+00,1.375834911038144037e+00,8.564367525831784178e-06
5.849999999999999645e+00,1.373514800210106745e+00,1.375834911038144037e+00,-2.320110828037291739e-03
5.860000000000000320e+00,1.374282877346525655e+00,1.375834911038144037e+00,-1.552033691618381894e-03
5.870000000000000107e+00,1.375178218277409714e+00,1.375834911038144037e+00,-6.566927607343231443e-04
5.879999999999999893e+00,1.374461551145070182e+00,1.375834911038144037e+00,-1.373359893073855531e-03
5.889999999999999680e+00,1.375568998400062748e+00,1.375834911038144037e+00,-2.659126380812892876e-04
5.900000000000000355e+00,1.377821819805240322e+00,1.375834911038144037e+00,1.986908767096284834e-03
5.910000000000000142e+00,1.375068931961460184e+00,1.375834911038144037e+00,-7.659790766838536769e-04
5.919999999999999929e+00,1.375243111390375805e+00,1.375834911038144037e+00,-5.917996477682319068e-04
5.929999999999999716e+00,1.374611286787679632e+00,1.375834911038144037e+00,-1.223624250464405705e-03
5.940000000000000391e+00,1.375761155307493766e+00,1.375834911038144037e+00,-7.375573065027118957e-05
5.950000000000000178e+00,1.375892913471587375e+00,1.375834911038144037e+00,5.800243344333821938e-05
5.959999999999999964e+00,1.376491305548719790e+00,1.375834911038144037e+00,6.563945105757529319e-04
5.969999999999999751e+00,1.371787039523142848e+00,1.375834911038144037e+00,-4.047871515001189024e-03
5.980000000000000426e+00,1.374803443695110650e+00,1.375834911038144037e+00,-1.031467343033387607e-03
5.990000000000000213e+00,1.374214040357236266e+00,1.375834911038144037e+00,-1.620870680907771089e-03
6.000000000000000000e+00,1.374218534726865171e+00,1.375834911038144037e+00,-1.616376311278866496e-03
6.009999999999999787e+00,1.373077654946308845e+00,1.375834911038144037e+00,-2.757256091835191825e-03
6.019999999999999574e+00,1.375500161410773137e+00,1.375834911038144037e+00,-3.347496273709005266e-04
6.030000000000000249e+00,1.376777293725052198e+00,1.375834911038144037e+00,9.423826869081608493e-04
6.040000000000000036e+00,1.377545370861470886e+00,1.375834911038144037e+00,1.710459823326848650e-03
6.049999999999999822e+00,1.374410691634296189e+00,1.375834911038144037e+00,-1.424219403847848398e-03
6.059999999999999609e+00,1.375730245213396818e+00,1.375834911038144037e+00,-1.046658247472187497e-04
6.070000000000000284e+00,1.372765251045508617e+00,1.375834911038144037e+00,-3.069659992635420664e-03
6.080000000000000071e+00,1.376205867865693211e+00,1.375834911038144037e+00,3.709568275491736955e-04
6.089999999999999858e+00,1.375319515674066961e+00,1.375834911038144037e+00,-5.153953640770758682e-04
6.099999999999999645e+00,1.368960820320444416e+00,1.375834911038144037e+00,-6.874090717699621322e-03
6.110000000000000320e+00,1.372316594610985874e+00,1.375834911038144037e+00,-3.518316427158163506e-03
6.120000000000000107e+00,1.377157113170285108e+00,1.375834911038144037e+00,1.322202132141070408e-03
6.129999999999999893e+00,1.378561509279029096e+00,1.375834911038144037e+00,2.726598240885058644e-03
6.139999999999999680e+00,1.371015018510400418e+00,1.375834911038144037e+00,-4.819892527743618871e-03
6.150000000000000355e+00,1.376449434777203829e+00,1.375834911038144037e+00,6.145237390597912963e-04
6.160000000000000142e+00,1.372593594048060028e+00,1.375834911038144037e+00,-3.241316990084008864e-03
6.169999999999999929e+00,1.375609998220027830e+00,1.375834911038144037e+00,-2.249128181162074469e-04
6.179999999999999716e+00,1.374087327056076502e+00,1.375834911038144037e+00,-1.747583982067535402e-03
6.190000000000000391e+00,1.371885915654978083e+00,1.375834911038144037e+00,-3.948995383165954109e-03
6.200000000000000178e+00,1.376344642830883203e+00,1.375834911038144037e+00,5.097317927391653569e-04
6.209999999999999964e+00,1.377197562496945249e+00,1.375834911038144037e+00,1.362651458801211746e-03
6.219999999999999751e+00,1.377753533309255873e+00,1.375834911038144037e+00,1.918622271111836142e-03
6.230000000000000426e+00,1.374661275346902523e+00,1.375834911038144037e+00,-1.173635691241514678e-03
6.240000000000000213e+00,1.376701990427971811e+00,1.375834911038144037e+00,8.670793898277739942e-04
6.250000000000000000e+00,1.376070165825275637e+00,1.375834911038144037e+00,2.352547871316001959e-04
6.259999999999999787e+00,1.379086569997243217e+00,1.375834911038144037e+00,3.251658959099179569e-03
6.269999999999999574e+00,1.376885158596145242e+00,1.375834911038144037e+00,1.050247558001204951e-03
6.280000000000000249e+00,1.374938274783976899e+00,1.375834911038144037e+00,-8.966362541671379915e-04
6.290000000000000036e+00,1.375918458244504095e+00,1.375834911038144037e+00,8.354720636005730228e-05
6.299999999999999822e+00,1.374650314669483064e+00,1.375834911038144037e+00,-1.184596368660972843e-03
6.309999999999999609e+00,1.374866915363220254e+00,1.375834911038144037e+00,-9.679956749237828006e-04
6.320000000000000284e+00,1.374489618349454156e+00,1.375834911038144037e+00,-1.345292688689880833e-03
6.330000000000000071e+00,1.375639486869268291e+00,1.375834911038144037e+00,-1.954241688757463180e-04
6.339999999999999858e+00,1.376662091594617277e+00,1.375834911038144037e+00,8.271805564732392924e-04
6.349999999999999645e+00,1.375987845727099090e+00,1.375834911038144037e+00,1.529346889550531330e-04
6.360000000000000320e+00,1.374253068239039477e+00,1.375834911038144037e+00,-1.581842799104560271e-03
6.370000000000000107e+00,1.376590732173860632e+00,1.375834911038144037e+00,7.558211357165944833e-04
6.379999999999999893e+00,1.374007529389367210e+00,1.375834911038144037e+00,-1.827381648776826850e-03
6.389999999999999680e+00,1.375411925498111199e+00,1.375834911038144037e+00,-4.229855400328386139e-04
6.400000000000000355e+00,1.377834431962575712e+00,1.375834911038144037e+00,1.999520924431674729e-03
6.410000000000000142e+00,1.372875638348068694e+00,1.375834911038144037e+00,-2.959272690075342993e-03
6.419999999999999929e+00,1.371777179832334159e+00,1.375834911038144037e+00,-4.057731205809878006e-03
6.429999999999999716e+00,1.375557166771091966e+00,1.375834911038144037e+00,-2.777442670520713364e-04
6.440000000000000391e+00,1.378319043354129692e+00,1.375834911038144037e+00,2.484132315985654316e-03
6.450000000000000178e+00,1.377220584838394934e+00,1.375834911038144037e+00,1.385673800250897258e-03
6.459999999999999964e+00,1.374467696994615018e+00,1.375834911038144037e+00,-1.367214043529019207e-03
6.469999999999999751e+00,1.373708608597453695e+00,1.375834911038144037e+00,-2.126302440690341911e-03
6.480000000000000426e+00,1.375028162176554547e+00,1.375834911038144037e+00,-8.067488615894902182e-04
6.490000000000000213e+00,1.376856770933515550e+00,1.375834911038144037e+00,1.021859895371513005e-03
6.500000000000000000e+00,1.375927997477067732e+00,1.375834911038144037e+00,9.308643892369516948e-05
6.509999999999999787e+00,1.376271861965269849e+00,1.375834911038144037e+00,4.369509271258120719e-04
6.519999999999999574e+00,1.377294466690618835e+00,1.375834911038144037e+00,1.459555652474797682e-03
6.530000000000000249e+00,1.375177897819163997e+00,1.375834911038144037e+00,-6.570132189800403921e-04
6.540000000000000036e+00,1.371364478354841987e+00,1.375834911038144037e+00,-4.470432683302050236e-03
6.549999999999999822e+00,1.374762673910204791e+00,1.375834911038144037e+00,-1.072237127939246193e-03
6.559999999999999609e+00,1.377397286698777590e+00,1.375834911038144037e+00,1.562375660633552599e-03
6.570000000000000284e+00,1.375153454032857825e+00,1.375834911038144037e+00,-6.814570052862123362e-04
6.580000000000000071e+00,1.376769956465710321e+00,1.375834911038144037e+00,9.350454275662833936e-04
6.589999999999999858e+00,1.377241084748377808e+00,1.375834911038144037e+00,1.406173710233771246e-03
6.599999999999999645e+00,1.376694102675324549e+00,1.375834911038144037e+00,8.591916371805119468e-04
6.610000000000000320e+00,1.379583243052827424e+00,1.375834911038144037e+00,3.748332014683386504e-03
6.620000000000000107e+00,1.378654469596379606e+00,1.375834911038144037e+00,2.819558558235568668e-03
6.629999999999999893e+00,1.376113688076707753e+00,1.375834911038144037e+00,2.787770385637156068e-04
6.639999999999999680e+00,1.377433241655808605e+00,1.375834911038144037e+00,1.598330617664567299e-03
6.650000000000000355e+00,1.377946791203297883e+00,1.375834911038144037e+00,2.111880165153845468e-03
6.660000000000000142e+00,1.374048529209332514e+00,1.375834911038144037e+00,-1.786381828811522965e-03
6.669999999999999929e+00,1.372695543104667681e+00,1.375834911038144037e+00,-3.139367933476355788e-03
6.679999999999999716e+00,1.378893542138261097e+00,1.375834911038144037e+00,3.058631100117059631e-03
6.690000000000000391e+00,1.374952858879474160e+00,1.375834911038144037e+00,-8.820521586698770733e-04
6.700000000000000178e+00,1.379072215936805623e+00,1.375834911038144037e+00,3.237304898661585995e-03
6.709999999999999964e+00,1.376658698211598919e+00,1.375834911038144037e+00,8.237871734548818381e-04
6.719999999999999751e+00,1.377723724201769473e+00,1.375834911038144037e+00,1.888813163625435720e-03
6.730000000000000426e+00,1.375988946713710082e+00,1.375834911038144037e+00,1.540356755660443611e-04
6.740000000000000213e+00,1.374211747960828456e+00,1.375834911038144037e+00,-1.623163077315581404e-03
6.750000000000000000e+00,1.376294884306719535e+00,1.375834911038144037e+00,4.599732685754975847e-04
6.759999999999999787e+00,1.374941898202054702e+00,1.375834911038144037e+00,-8.930128360893352379e-04
6.769999999999999574e+00,1.376600821899728766e+00,1.375834911038144037e+00,7.659108615847287638e-04
6.780000000000000249e+00,1.374102461644878925e+00,1.375834911038144037e+00,-1.732449393265111937e-03
6.790000000000000036e+00,1.373852428425577976e+00,1.375834911038144037e+00,-1.982482612566061064e-03
6.799999999999999822e+00,1.382807809672579991e+00,1.375834911038144037e+00,6.972898634435953369e-03
6.809999999999999609e+00,1.376533956848601248e+00,1.375834911038144037e+00,6.990458104572105924e-04
6.820000000000000284e+00,1.378023195486988595e+00,1.375834911038144037e+00,2.188284448844557417e-03
6.830000000000000071e+00,1.376288417998928759e+00,1.375834911038144037e+00,4.535069607847219686e-04
6.839999999999999858e+00,1.376038384779627588e+00,1.375834911038144037e+00,2.034737414835507963e-04
6.849999999999999645e+00,1.376297406738186568e+00,1.375834911038144037e+00,4.624957000425311548e-04
6.860000000000000320e+00,1.373544518894406652e+00,1.375834911038144037e+00,-2.290392143737385311e-03
6.870000000000000107e+00,1.379445569074248201e+00,1.375834911038144037e+00,3.610658036104164026e-03
6.879999999999999893e+00,1.377965319175118442e+00,1.375834911038144037e+00,2.130408136974404343e-03
6.889999999999999680e+00,1.373685265797758071e+00,1.375834911038144037e+00,-2.149645240385966716e-03
6.900000000000000355e+00,1.374495764198998993e+00,1.375834911038144037e+00,-1.339146839145044510e-03
6.910000000000000142e+00,1.376281951691138206e+00,1.375834911038144037e+00,4.470406529941683971e-04
6.919999999999999929e+00,1.377983296653634060e+00,1.375834911038144037e+00,2.148385615490022715e-03
6.929999999999999716e+00,1.375993991576644149e+00,1.375834911038144037e+00,1.590805385001115013e-04
6.940000000000000391e+00,1.372944154879112366e+00,1.375834911038144037e+00,-2.890756159031671046e-03
6.950000000000000178e+00,1.374390972252678145e+00,1.375834911038144037e+00,-1.443938785465892494e-03
6.959999999999999964e+00,1.378170959191436173e+00,1.375834911038144037e+00,2.336048153292136220e-03
6.969999999999999751e+00,1.377411870794274629e+00,1.375834911038144037e+00,1.576959756130591472e-03
6.980000000000000426e+00,1.378689003108553912e+00,1.375834911038144037e+00,2.854092070409874893e-03
6.990000000000000213e+00,1.375978536529595564e+00,1.375834911038144037e+00,1.436254914515266989e-04
7.000000000000000000e+00,1.374201337776714382e+00,1.375834911038144037e+00,-1.633573261429654977e-03
